72








38



75,26,27,15,91

49,75,24,96





31

31




13


13,22,19,16










72


53,32,38









45










85,41

33,31


13
75


69,89








13




31
64








82
