

82,81
36


99

81





96



36

36,71
20

36,2
6






81
60


36
99,37








36



36



55
36



20




1,85,93,40


2



























81

48,69,56,20


2,20
