22,93
78,66

8


38
96







66
66




38
47
38
0


47
95,47


78






20,3
96
95
95





31,36,90

47


47,66











0,82,66
31
84,70




38






23,46










9





56,52
21,83



